module,key,en,ko,ja,zh-Hant,th,id,fr,de,es,it,pt,tr,ru,ar
auth,login_v2_apple_relay_notice,Using 'Hide My Email' creates a separate account.,'이메일 가리기'를 사용하시면 별도의 계정으로 만들어져요.,「メールアドレスを隠す」をご利用の場合、別のアカウントとして作成されます。,使用「隱藏電子郵件」會建立另一個獨立的帳號。,หากใช้ 'ซ่อนอีเมลของฉัน' จะถูกสร้างเป็นบัญชีแยกต่างหาก,Menggunakan 'Sembunyikan Email Saya' akan membuat akun terpisah.,"Si vous utilisez 'Masquer mon e-mail', un compte distinct sera créé.",Mit 'E-Mail-Adresse verbergen' wird ein separates Konto erstellt.,"Si usas 'Ocultar mi correo', se crea una cuenta aparte.",Usando 'Nascondi la mia email' verrà creato un account separato.,Usar 'Ocultar meu e-mail' cria uma conta separada.,'E-postamı Gizle' kullanırsanız ayrı bir hesap oluşturulur.,"Если использовать «Скрыть мою почту», создастся отдельный аккаунт.",استخدام 'إخفاء بريدي الإلكتروني' يُنشئ حسابًا منفصلًا.
auth,login_v2_apple_relay_detail,Learn more,자세히 보기,詳しく見る,了解詳情,ดูรายละเอียด,Pelajari selengkapnya,En savoir plus,Mehr erfahren,Más información,Scopri di più,Saiba mais,Daha fazla bilgi,Подробнее,اعرف المزيد
auth,# Round-1 — Login Step 1 email input + CTA (Auth Baseline §7.1 v0.27 Magic link),,,,,,,,,,,,,,
auth,login_email_label,Email,이메일,メールアドレス,電子郵件,อีเมล,Email,E-mail,E-Mail,Correo,E-mail,E-mail,E-posta,Эл. почта,البريد الإلكتروني
auth,login_email_placeholder,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com,name@example.com
auth,login_email_helper,We'll send a confirmation email to this address.,확인 메일을 보내드릴 주소예요.,ご確認メールをお送りするアドレスです。,我們將把確認信寄到這個地址。,เราจะส่งอีเมลยืนยันไปยังที่อยู่นี้,Kami akan mengirim email konfirmasi ke alamat ini.,Nous enverrons un e-mail de confirmation à cette adresse.,Wir senden Ihnen eine Bestätigungs-E-Mail an diese Adresse.,Enviaremos un correo de confirmación a esta dirección.,Invieremo un'e-mail di conferma a questo indirizzo.,Enviaremos um e-mail de confirmação para este endereço.,Bu adrese onay e-postası göndereceğiz.,Мы отправим письмо с подтверждением на этот адрес.,سنرسل بريدًا إلكترونيًا للتأكيد إلى هذا العنوان.
auth,login_email_cta,Get confirmation email,확인 메일 받기,確認メールを受け取る,收取確認信,รับอีเมลยืนยัน,Terima email konfirmasi,Recevoir l'e-mail de confirmation,Bestätigungs-E-Mail erhalten,Recibir correo de confirmación,Ricevi e-mail di conferma,Receber e-mail de confirmação,Onay e-postası al,Получить письмо с подтверждением,استلام بريد التأكيد
auth,# Verify (Step 2 — Frontend integration),,,,,,,,,,,,,,
auth,verify_title,Check your inbox,메일함을 확인해 주세요,メールボックスをご確認ください,請查看您的信箱,กรุณาตรวจสอบกล่องจดหมายของคุณ,Periksa kotak masuk Anda,Vérifiez votre boîte de réception,Bitte prüfen Sie Ihren Posteingang,Revisa tu bandeja de entrada,Controlla la tua casella di posta,Verifique sua caixa de entrada,Gelen kutunuzu kontrol edin,Проверьте почту,تحقق من صندوق الوارد
auth,verify_subtitle_with_email,We sent a link to {{email}}. Check your inbox and tap it to continue.,{{email}}로 링크를 보냈어요. 받은 편지함에서 링크를 눌러 주세요.,{{email}}にリンクをお送りしました。受信トレイのリンクをタップして続けてください。,我們已將連結寄到 {{email}}，請查看收件匣並點擊連結以繼續。,เราส่งลิงก์ไปยัง {{email}} แล้ว กรุณาตรวจสอบกล่องจดหมายและแตะลิงก์เพื่อดำเนินการต่อ,Kami mengirim tautan ke {{email}}. Periksa kotak masuk Anda dan ketuk untuk melanjutkan.,Nous avons envoyé un lien à {{email}}. Vérifiez votre boîte de réception et appuyez dessus pour continuer.,Wir haben einen Link an {{email}} gesendet. Prüfen Sie Ihren Posteingang und tippen Sie darauf um fortzufahren.,Enviamos un enlace a {{email}}. Revisa tu bandeja de entrada y tócalo para continuar.,Abbiamo inviato un link a {{email}}. Controlla la posta in arrivo e toccalo per continuare.,Enviamos um link para {{email}}. Verifique sua caixa de entrada e toque nele para continuar.,{{email}} adresine bir bağlantı gönderdik. Gelen kutunuzu kontrol edin ve devam etmek için üzerine dokunun.,Мы отправили ссылку на {{email}}. Проверьте почту и нажмите на неё чтобы продолжить.,أرسلنا رابطاً إلى {{email}}. تحقق من صندوق الوارد واضغط عليه للمتابعة.
auth,verify_change_email,Change email,이메일 변경,メールアドレスを変更,變更電子郵件,เปลี่ยนอีเมล,Ubah email,Modifier l'e-mail,E-Mail ändern,Cambiar correo,Cambia email,Alterar e-mail,E-postayı değiştir,Изменить почту,تغيير البريد الإلكتروني
auth,verify_resend_ready,Didn't receive the code? Resend,코드를 받지 못하셨나요? 다시 받기,コードが届きませんか？再送信,沒收到驗證碼？重新發送,ไม่ได้รับรหัส? ส่งอีกครั้ง,Belum menerima kode? Kirim ulang,Vous n'avez pas reçu le code ? Renvoyer,Code nicht erhalten? Erneut senden,¿No recibiste el código? Reenviar,Non hai ricevuto il codice? Rinvia,Não recebeu o código? Reenviar,Kodu almadınız mı? Tekrar gönder,Не получили код? Отправить снова,لم تستلم الرمز؟ إعادة الإرسال
auth,verify_resend_countdown,You can resend in a moment ({{seconds}}s),잠시 후 다시 받을 수 있어요 ({{seconds}}초),まもなく再送信できます ({{seconds}}秒),稍待片刻即可重新發送 ({{seconds}} 秒),สามารถส่งใหม่ได้ในอีกสักครู่ ({{seconds}} วินาที),Bisa dikirim ulang sebentar lagi ({{seconds}} dtk),Vous pourrez renvoyer dans un instant ({{seconds}}s),Sie können in Kürze erneut senden ({{seconds}}s),Podrás reenviar en un momento ({{seconds}}s),Potrai rinviare tra poco ({{seconds}}s),Você poderá reenviar em instantes ({{seconds}}s),Az sonra tekrar gönderebilirsiniz ({{seconds}}sn),Чуть позже можно отправить снова ({{seconds}}с),يمكنك إعادة الإرسال بعد قليل ({{seconds}} ثانية)
auth,verify_resend_success,We've sent a fresh code.,새 코드를 다시 보내드렸어요.,新しいコードをお送りしました。,我們已重新寄出新的驗證碼。,เราส่งรหัสใหม่ให้คุณแล้ว,Kami sudah mengirim kode baru.,Nous avons envoyé un nouveau code.,Wir haben Ihnen einen neuen Code gesendet.,Hemos enviado un nuevo código.,Abbiamo inviato un nuovo codice.,Enviamos um novo código.,Yeni bir kod gönderdik.,Мы отправили новый код.,أرسلنا لك رمزًا جديدًا.
auth,verify_invalid_code,That code doesn't match. Please check it again.,코드가 맞지 않아요. 다시 한 번 확인해 주세요.,コードが一致しません。もう一度ご確認ください。,驗證碼不一致，請再次確認。,รหัสไม่ตรงกัน กรุณาตรวจสอบอีกครั้ง,Kode tidak cocok. Silakan periksa sekali lagi.,Ce code ne correspond pas. Veuillez vérifier à nouveau.,Der Code stimmt nicht. Bitte überprüfen Sie ihn erneut.,Ese código no coincide. Revísalo otra vez.,Il codice non coincide. Controlla di nuovo.,Esse código não confere. Verifique outra vez.,Bu kod uyuşmuyor. Lütfen tekrar kontrol edin.,Этот код не совпадает. Проверьте ещё раз.,هذا الرمز غير مطابق. يرجى التحقق مرة أخرى.
auth,verify_code_expired,This code can't be used anymore. Please request a new one.,이 코드는 더 이상 쓸 수 없어요. 새 코드를 다시 받아주세요.,このコードはもうご利用いただけません。新しいコードを取得してください。,此驗證碼已無法使用，請重新取得新的驗證碼。,รหัสนี้ใช้ไม่ได้อีกแล้ว กรุณาขอรหัสใหม่,Kode ini tidak bisa digunakan lagi. Silakan minta kode baru.,Ce code ne peut plus être utilisé. Veuillez en demander un nouveau.,Dieser Code kann nicht mehr verwendet werden. Bitte fordern Sie einen neuen an.,Este código ya no puede usarse. Solicita uno nuevo.,Questo codice non può più essere usato. Richiedine uno nuovo.,Este código não pode mais ser usado. Solicite um novo.,Bu kod artık kullanılamaz. Lütfen yeni bir kod isteyin.,"Этот код больше не действителен. Запросите, пожалуйста, новый.",لم يعد بالإمكان استخدام هذا الرمز. يرجى طلب رمز جديد.
auth,# Settings — Login methods (F5 management screen),,,,,,,,,,,,,,
auth,settings_login_methods_title,Login methods,로그인 방법 관리,ログイン方法の管理,登入方式管理,การจัดการวิธีเข้าสู่ระบบ,Metode masuk,Méthodes de connexion,Anmeldemethoden,Métodos de inicio de sesión,Metodi di accesso,Métodos de entrada,Giriş yöntemleri,Способы входа,طرق تسجيل الدخول
auth,settings_login_methods_subtitle,"Manage how you sign in. Whichever method you use, we recognize you as the same person.",이 계정에 들어오는 방법을 관리해 주세요. 어떤 방법으로 들어오셔도 같은 사람으로 알아볼게요.,このアカウントへの入り方を管理してください。どの方法でお入りいただいても、同じ方として認識いたします。,管理您進入此帳號的方式。無論用哪一種方式進入，我們都會認得您是同一位。,จัดการวิธีเข้าสู่บัญชีของคุณ ไม่ว่าคุณจะเข้ามาด้วยวิธีใด เราก็จะจำคุณได้ในฐานะคนเดิมเสมอ,"Atur cara Anda masuk. Cara apa pun yang Anda gunakan, kami mengenali Anda sebagai orang yang sama.","Gérez votre façon de vous connecter. Quelle que soit la méthode utilisée, nous vous reconnaissons comme la même personne.","Verwalten Sie, wie Sie sich anmelden. Welche Methode Sie auch wählen, wir erkennen Sie als dieselbe Person wieder.","Gestiona cómo inicias sesión. Sea cual sea el método, te reconocemos como la misma persona.","Gestisci come accedi. Qualunque metodo tu usi, ti riconosciamo come la stessa persona.","Gerencie como você entra. Qualquer método que use, reconhecemos você como a mesma pessoa.","Nasıl giriş yaptığınızı yönetin. Hangi yöntemi kullanırsanız kullanın, sizi aynı kişi olarak tanırız.","Управляйте тем, как вы входите. Каким бы способом вы ни пользовались, мы узнаём вас как одного и того же человека.",تحكم في طريقة تسجيل دخولك. مهما كانت الطريقة التي تستخدمها، نتعرّف عليك كنفس الشخص.
auth,settings_connected_methods_label,Connected methods,연결된 로그인 방법,連携済みのログイン方法,已連結的登入方式,วิธีเข้าสู่ระบบที่เชื่อมต่อแล้ว,Metode yang terhubung,Méthodes connectées,Verknüpfte Methoden,Métodos conectados,Metodi collegati,Métodos conectados,Bağlı yöntemler,Подключённые способы,الطرق المرتبطة
auth,settings_add_method_label,Add another method,다른 방법 추가,別の方法を追加,新增其他方式,เพิ่มวิธีอื่น,Tambahkan metode lain,Ajouter une autre méthode,Weitere Methode hinzufügen,Añadir otro método,Aggiungi un altro metodo,Adicionar outro método,Başka bir yöntem ekle,Добавить другой способ,أضف طريقة أخرى
auth,settings_unlink_button,Disconnect,연결 해제,連携を解除,中斷連結,ยกเลิกการเชื่อมต่อ,Putuskan,Déconnecter,Trennen,Desconectar,Disconnetti,Desconectar,Bağlantıyı kes,Отключить,قطع الاتصال
auth,settings_unlink_last_disabled,Right now this is your only way to sign in. Please connect another method first.,지금은 이 방법 하나로만 들어오실 수 있어요. 다른 로그인 방법을 먼저 연결해 주세요.,現在はこの方法のみでサインインいただけます。先に別のサインイン方法を連携してください。,目前只剩這個登入方式可使用，請先連結其他登入方式。,ขณะนี้คุณเข้าสู่ระบบได้ด้วยวิธีนี้เพียงวิธีเดียว กรุณาเชื่อมโยงวิธีเข้าสู่ระบบอื่นก่อน,Saat ini Anda hanya memiliki satu metode masuk. Silakan hubungkan metode lain terlebih dahulu.,C'est actuellement votre seule méthode de connexion. Veuillez en connecter une autre d'abord.,Das ist im Moment Ihre einzige Anmeldemethode. Bitte verknüpfen Sie zuerst eine weitere.,Ahora mismo es tu única forma de iniciar sesión. Conecta primero otro método.,Per ora è il tuo unico metodo di accesso. Collega prima un altro metodo.,"Por enquanto, este é seu único método de entrada. Conecte outro método primeiro.",Şu an tek giriş yönteminiz bu. Lütfen önce başka bir yöntem bağlayın.,"Сейчас это ваш единственный способ входа. Подключите, пожалуйста, сначала другой.",هذه طريقة تسجيل الدخول الوحيدة لديك حاليًا. يرجى ربط طريقة أخرى أولاً.
auth,settings_unlink_confirm_title,Disconnect {{provider}}?,{{provider}} 연결을 해제할까요?,{{provider}}との連携を解除しますか？,要中斷與 {{provider}} 的連結嗎？,ยกเลิกการเชื่อมต่อกับ {{provider}}?,Putuskan {{provider}}?,Déconnecter {{provider}} ?,{{provider}} trennen?,¿Desconectar {{provider}}?,Disconnettere {{provider}}?,Desconectar {{provider}}?,{{provider}} bağlantısını kes?,Отключить {{provider}}?,قطع الاتصال بـ {{provider}}؟
auth,settings_unlink_confirm_body,You won't be able to sign in this way anymore. Other methods will keep working.,다음부터는 이 방법으로 들어올 수 없어요. 다른 방법은 그대로 사용하실 수 있어요.,これ以降この方法ではお入りいただけなくなります。ほかの方法はそのままご利用いただけます。,之後將無法以此方式登入，其他方式仍可繼續使用。,หลังจากนี้คุณจะไม่สามารถเข้าสู่ระบบด้วยวิธีนี้ได้อีก แต่วิธีอื่นยังใช้ได้ตามปกติ,Setelah ini Anda tidak dapat masuk dengan cara ini. Metode lain tetap berfungsi.,Vous ne pourrez plus vous connecter de cette façon. Vos autres méthodes continueront de fonctionner.,Sie können sich auf diesem Weg nicht mehr anmelden. Andere Methoden funktionieren weiterhin.,A partir de ahora no podrás iniciar sesión así. Tus otros métodos seguirán funcionando.,D'ora in poi non potrai accedere in questo modo. Gli altri metodi continueranno a funzionare.,A partir de agora você não poderá entrar dessa forma. Outros métodos continuarão funcionando.,Bundan sonra bu yolla giriş yapamazsınız. Diğer yöntemler çalışmaya devam eder.,Этим способом войти больше не получится. Остальные способы продолжат работать.,لن تتمكن بعد ذلك من تسجيل الدخول بهذه الطريقة. ستظل الطرق الأخرى تعمل كما هي.
auth,settings_unlink_success,{{provider}} has been disconnected.,{{provider}} 연결을 해제했어요.,{{provider}}との連携を解除しました。,已中斷與 {{provider}} 的連結。,ยกเลิกการเชื่อมต่อกับ {{provider}} แล้ว,{{provider}} sudah diputus.,{{provider}} a été déconnecté.,{{provider}} wurde getrennt.,Se ha desconectado {{provider}}.,{{provider}} è stato disconnesso.,{{provider}} foi desconectado.,{{provider}} bağlantısı kesildi.,{{provider}} отключён.,تم قطع الاتصال بـ {{provider}}.
auth,settings_link_success_social,{{provider}} account is now connected. You can sign in safely with any of your methods.,{{provider}} 계정을 함께 연결했어요. 이제 어느 방법으로든 안심하게 들어오실 수 있어요.,{{provider}}アカウントを連携しました。これでどの方法でも安心してお入りいただけます。,已連結 {{provider}} 帳號。現在您可以用任何方式安心登入。,เชื่อมต่อบัญชี {{provider}} เรียบร้อย ตอนนี้คุณเข้าสู่ระบบด้วยวิธีใดก็ได้อย่างสบายใจ,Akun {{provider}} sudah terhubung. Sekarang Anda bisa masuk dengan metode apa pun dengan tenang.,Le compte {{provider}} est connecté. Vous pouvez désormais vous connecter en toute sérénité avec n'importe quelle méthode.,{{provider}}-Konto ist verknüpft. Sie können sich nun mit jeder Methode sicher anmelden.,Cuenta de {{provider}} conectada. Ahora puedes iniciar sesión con cualquier método con tranquilidad.,Account {{provider}} collegato. Ora puoi accedere serenamente con qualsiasi metodo.,Conta {{provider}} conectada. Agora você pode entrar com qualquer método com tranquilidade.,{{provider}} hesabı bağlandı. Artık herhangi bir yöntemle güvenle giriş yapabilirsiniz.,"Аккаунт {{provider}} подключён. Теперь вы можете входить любым способом, спокойно.",تم ربط حساب {{provider}}. يمكنك الآن تسجيل الدخول بأي طريقة باطمئنان.
auth,settings_link_success_email,This email is now a sign-in method too.,이 이메일도 로그인 방법으로 함께 연결했어요.,このメールアドレスもログイン方法として連携いたしました。,此電子郵件也已加入為登入方式。,อีเมลนี้ถูกเพิ่มเป็นวิธีเข้าสู่ระบบแล้ว,Email ini sekarang juga menjadi metode masuk.,Cet e-mail est désormais aussi une méthode de connexion.,Diese E-Mail ist nun ebenfalls eine Anmeldemethode.,Este correo es ahora también un método de inicio de sesión.,Questa email è ora anche un metodo di accesso.,Este e-mail também é agora um método de entrada.,Bu e-posta da artık bir giriş yöntemi.,Эта почта теперь тоже способ входа.,أصبح هذا البريد الإلكتروني الآن طريقة لتسجيل الدخول أيضًا.
auth,settings_link_email_button,Connect another email,다른 이메일 연결,別のメールアドレスを連携,連結其他電子郵件,เชื่อมต่ออีเมลอื่น,Hubungkan email lain,Connecter un autre e-mail,Weitere E-Mail verknüpfen,Conectar otro correo,Collega un'altra email,Conectar outro e-mail,Başka bir e-posta bağla,Подключить другую почту,ربط بريد إلكتروني آخر
auth,settings_provider_email,Email,이메일,メール,電子郵件,อีเมล,Email,E-mail,E-Mail,Correo,Email,E-mail,E-posta,Эл. почта,البريد الإلكتروني
auth,settings_provider_google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google,Google
auth,settings_provider_apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple,Apple
auth,settings_provider_kakao,Kakao,카카오,Kakao,Kakao,Kakao,Kakao,Kakao,Kakao,Kakao,Kakao,Kakao,Kakao,Kakao,Kakao
auth,settings_provider_naver,Naver,네이버,Naver,Naver,Naver,Naver,Naver,Naver,Naver,Naver,Naver,Naver,Naver,Naver
auth,settings_provider_line,LINE,LINE,LINE,LINE,LINE,LINE,LINE,LINE,LINE,LINE,LINE,LINE,LINE,LINE
auth,settings_last_used_never,Not used yet,아직 이 방법으로 들어오지 않으셨어요,まだこの方法でお入りいただいたことがありません,尚未以此方式登入,ยังไม่เคยใช้วิธีนี้,Belum pernah digunakan,Pas encore utilisé,Noch nicht verwendet,Aún no se ha usado,Non ancora utilizzato,Ainda não utilizado,Henüz kullanılmadı,Ещё не использовался,لم تُستخدم بعد
auth,settings_last_used_today,Used today,오늘 사용,本日使用,今天使用過,ใช้วันนี้,Digunakan hari ini,Utilisé aujourd'hui,Heute verwendet,Usado hoy,Usato oggi,Usado hoje,Bugün kullanıldı,Сегодня,استُخدمت اليوم
auth,settings_last_used_recent,Used {{days}} days ago,{{days}}일 전 사용,{{days}}日前に使用,{{days}} 天前使用過,ใช้เมื่อ {{days}} วันที่แล้ว,Digunakan {{days}} hari lalu,Utilisé il y a {{days}} jours,Vor {{days}} Tagen verwendet,Usado hace {{days}} días,Usato {{days}} giorni fa,Usado há {{days}} dias,{{days}} gün önce kullanıldı,Использовано {{days}} дн. назад,استُخدمت قبل {{days}} يوم
auth,# Consent additions (Frontend integration v2.2),,,,,,,,,,,,,,
auth,consent_age_14_blocked_title,Available for ages 18 and older,만 18세 이상부터 이용하실 수 있어요,18歳以上の方からご利用いただけます,適合 18 歲以上的使用者,ใช้ได้สำหรับผู้ที่มีอายุ 18 ปีขึ้นไป,Tersedia untuk usia 18 tahun ke atas,Disponible à partir de 18 ans,Verfügbar ab 18 Jahren,Disponible desde los 18 años,Disponibile dai 18 anni in su,Disponível a partir dos 18 anos,18 yaş ve üzeri için kullanılabilir,Доступно с 18 лет,متاح لمن أعمارهم 18 سنة فما فوق
auth,consent_loading,Loading agreement details,약관 정보를 불러오는 중이에요,規約情報を読み込んでいます,正在載入約定資訊,กำลังโหลดข้อมูลข้อตกลง,Memuat detail perjanjian,Chargement des détails de l'accord,Vereinbarungsdetails werden geladen,Cargando detalles del acuerdo,Caricamento dei dettagli dell'accordo,Carregando detalhes do acordo,Sözleşme ayrıntıları yükleniyor,Загружаем условия,جارٍ تحميل تفاصيل الاتفاق
auth,consent_renewal_view_link,View,보기,表示,查看,ดูรายละเอียด,Lihat,Voir,Ansehen,Ver,Visualizza,Ver,Görüntüle,Посмотреть,عرض
auth,# Sign-up cancel dialog (Frontend integration v2.2 §8.8),,,,,,,,,,,,,,
auth,signup_cancel_title,Stop signing up?,가입을 그만두실래요?,登録をおやめになりますか？,要停止註冊嗎？,หยุดสมัครสมาชิกใช่ไหม?,Berhenti mendaftar?,Arrêter l'inscription ?,Anmeldung abbrechen?,¿Detener el registro?,Vuoi interrompere la registrazione?,Parar o cadastro?,Kaydı durdurmak mı istiyorsunuz?,Прекратить регистрацию?,هل تريد إيقاف التسجيل؟
auth,signup_cancel_body,Stopping here means your sign-up isn't complete. You can start again whenever you'd like.,지금 그만두시면 가입이 완료되지 않아요. 다음에 다시 시작하실 수 있어요.,ここで止めると登録が完了しません。またいつでも始めていただけます。,在這裡停下表示註冊尚未完成，您隨時可以再次開始。,หยุดตรงนี้หมายความว่าการสมัครยังไม่สมบูรณ์ คุณสามารถเริ่มต้นใหม่ได้เมื่อคุณต้องการ,Berhenti di sini berarti pendaftaran Anda belum selesai. Anda bisa memulai lagi kapan saja.,S'arrêter ici signifie que votre inscription n'est pas terminée. Vous pourrez recommencer quand vous le souhaiterez.,"Wenn Sie hier aufhören, ist Ihre Anmeldung nicht abgeschlossen. Sie können jederzeit erneut beginnen.","Si te detienes aquí, tu registro no se completa. Puedes empezar de nuevo cuando quieras.",Fermarsi qui significa che la tua registrazione non è completa. Puoi ricominciare quando vuoi.,Parar aqui significa que seu cadastro não foi concluído. Você pode começar de novo quando quiser.,Burada durursanız kaydınız tamamlanmamış olur. İstediğiniz zaman tekrar başlayabilirsiniz.,"Если остановитесь здесь, регистрация не завершится. Вы сможете начать заново в любое время.",التوقف هنا يعني أن تسجيلك لم يكتمل. يمكنك البدء من جديد في أي وقت تريد.
auth,signup_cancel_continue,Continue,계속 진행,続ける,繼續進行,ดำเนินการต่อ,Lanjutkan,Continuer,Fortfahren,Continuar,Continua,Continuar,Devam et,Продолжить,متابعة
auth,signup_cancel_leave,Stop,그만두기,やめる,停止,หยุด,Berhenti,Arrêter,Abbrechen,Detener,Interrompi,Parar,Durdur,Прекратить,إيقاف
error,# Frontend simplifications (v2.2 home/error),,,,,,,,,,,,,,
error,error_too_many_attempts_simple,Too many tries. Please try again in a moment.,시도가 많았어요. 잠시 후 다시 시도해 주세요.,試行が多くなりました。少し時間をおいてからもう一度お試しください。,嘗試次數較多，請稍後再試一次。,ลองหลายครั้งแล้ว กรุณาลองใหม่อีกครั้งในอีกสักครู่,Terlalu banyak percobaan. Silakan coba lagi sebentar.,Trop de tentatives. Veuillez réessayer dans un instant.,Zu viele Versuche. Bitte versuchen Sie es gleich erneut.,Demasiados intentos. Inténtalo de nuevo en un momento.,Troppi tentativi. Riprova tra poco.,Muitas tentativas. Tente novamente em instantes.,Çok fazla deneme yapıldı. Lütfen az sonra tekrar deneyin.,"Слишком много попыток. Попробуйте, пожалуйста, чуть позже.",محاولات كثيرة. يرجى المحاولة بعد قليل.
auth,# Settings — Link email dialog (Frontend follow-up),,,,,,,,,,,,,,
auth,settings_link_email_dialog_title,Connect another email,다른 이메일 연결,別のメールアドレスを連携,連結其他電子郵件,เชื่อมต่ออีเมลอื่น,Hubungkan email lain,Connecter un autre e-mail,Weitere E-Mail verknüpfen,Conectar otro correo,Collega un'altra email,Conectar outro e-mail,Başka bir e-posta bağla,Подключить другую почту,ربط بريد إلكتروني آخر
auth,settings_link_email_step1_subtitle,Enter the email you'd like to use as another sign-in method. We'll send a link to verify it.,로그인 방법으로 함께 쓰실 이메일을 입력해 주세요. 확인을 위해 링크를 보내드릴게요.,ログイン方法としてご利用になるメールアドレスをご入力ください。確認のためリンクをお送りします。,請輸入您想要新增為登入方式的電子郵件。我們會寄出連結以供確認。,กรุณากรอกอีเมลที่คุณต้องการใช้เป็นวิธีเข้าสู่ระบบ เราจะส่งลิงก์เพื่อตรวจสอบ,Masukkan email yang ingin Anda gunakan sebagai metode masuk lainnya. Kami akan mengirim tautan untuk memverifikasinya.,Saisissez l'e-mail que vous souhaitez utiliser comme méthode de connexion supplémentaire. Nous enverrons un lien pour le vérifier.,"Bitte geben Sie die E-Mail ein, die Sie als weitere Anmeldemethode nutzen möchten. Wir senden einen Link zur Bestätigung.",Introduce el correo que quieras usar como otro método de inicio de sesión. Te enviaremos un enlace para verificarlo.,Inserisci l'email che vorresti usare come ulteriore metodo di accesso. Ti invieremo un link per verificarla.,Digite o e-mail que você gostaria de usar como outro método de entrada. Enviaremos um link para verificar.,Başka bir giriş yöntemi olarak kullanmak istediğiniz e-postayı girin. Doğrulama için bir bağlantı göndereceğiz.,"Введите почту, которую хотите использовать как ещё один способ входа. Мы отправим ссылку для подтверждения.",أدخل البريد الإلكتروني الذي ترغب باستخدامه كطريقة تسجيل دخول أخرى. سنرسل رابطاً للتحقق منه.
auth,settings_link_email_step2_subtitle,We sent a link to {{email}}. Check your inbox and tap it to connect this email.,{{email}}로 링크를 보냈어요. 받은 편지함에서 링크를 눌러 이메일을 연결해 주세요.,{{email}}にリンクをお送りしました。受信トレイのリンクをタップしてこのメールアドレスを連携してください。,我們已將連結寄到 {{email}}，請查看收件匣並點擊連結以連結此電子郵件。,เราส่งลิงก์ไปยัง {{email}} แล้ว กรุณาตรวจสอบกล่องจดหมายและแตะลิงก์เพื่อเชื่อมต่ออีเมลนี้,Kami mengirim tautan ke {{email}}. Periksa kotak masuk Anda dan ketuk untuk menghubungkan email ini.,Nous avons envoyé un lien à {{email}}. Vérifiez votre boîte de réception et appuyez dessus pour connecter cet e-mail.,Wir haben einen Link an {{email}} gesendet. Prüfen Sie Ihren Posteingang und tippen Sie darauf um diese E-Mail zu verknüpfen.,Enviamos un enlace a {{email}}. Revisa tu bandeja de entrada y tócalo para conectar este correo.,Abbiamo inviato un link a {{email}}. Controlla la posta in arrivo e toccalo per collegare questa email.,Enviamos um link para {{email}}. Verifique sua caixa de entrada e toque nele para conectar este e-mail.,{{email}} adresine bir bağlantı gönderdik. Gelen kutunuzu kontrol edin ve bu e-postayı bağlamak için üzerine dokunun.,Мы отправили ссылку на {{email}}. Проверьте почту и нажмите на неё чтобы подключить этот адрес.,أرسلنا رابطاً إلى {{email}}. تحقق من صندوق الوارد واضغط عليه لربط هذا البريد الإلكتروني.
auth,settings_link_email_send_cta,Send code,코드 보내기,コードを送信,寄出驗證碼,ส่งรหัส,Kirim kode,Envoyer le code,Code senden,Enviar código,Invia codice,Enviar código,Kodu gönder,Отправить код,إرسال الرمز
auth,settings_link_email_verify_cta,Connect this email,이 이메일 연결하기,このメールアドレスを連携する,連結此電子郵件,เชื่อมต่ออีเมลนี้,Hubungkan email ini,Connecter cet e-mail,Diese E-Mail verknüpfen,Conectar este correo,Collega questa email,Conectar este e-mail,Bu e-postayı bağla,Подключить эту почту,ربط هذا البريد الإلكتروني
auth,settings_link_email_back,Back to email,이메일 다시 입력,メールアドレス入力に戻る,返回輸入電子郵件,กลับไปที่อีเมล,Kembali ke email,Retour à l'e-mail,Zurück zur E-Mail,Volver al correo,Torna all'email,Voltar para o e-mail,E-postaya geri dön,Назад к почте,العودة إلى البريد
auth,# Terms content dialog (Frontend follow-up — placeholder body until Legal RFC),,,,,,,,,,,,,,
auth,terms_dialog_close,Close,닫기,閉じる,關閉,ปิด,Tutup,Fermer,Schließen,Cerrar,Chiudi,Fechar,Kapat,Закрыть,إغلاق
